l_english:
 #Estate Privileges and related
 estate_nobles_land_rights:0 "Розширення володінь стану $ESTATE_NAME$"
 desc_estate_brahmins_monopoly_of_incense_mod:0 "Держава надала брагманам монопольні права на виробництво пахощів."
 estate_brahmins_monopoly_of_wool:0 "Монополія на шерсть"
 estate_brahmins_monopoly_of_wool_effect_tooltip:2 "§RВідсутній прибуток від §Yшерсті§!"
 estate_brahmins_monopoly_of_wool_mod:1 "Монополія на шерсть"
 desc_estate_brahmins_monopoly_of_wool_mod:0 "Держава надала брагманам монопольні права на виробництво вовни."
 estate_burghers_patronage_of_the_arts:0 "Заступництво мистецтву"
 estate_vaisyas_patronage_of_the_arts:0 "Заступництво мистецтву"
 estate_nomadic_tribes_primacy_to_the_bannermen:0 "Першість прапороносців"
 estate_nobles_supremacy_over_crown_effect_tooltip:0 "§YСтани§! можуть відкликати §Yплани§! не скликаючи §Yраду§!."
 estate_church_for_the_faith_effect_tooltip:2 "Бойовий дух армії: §G+5%§! у війні з єретиками або поганами.\n\nБойовий дух армії: §R-5%§! якщо укладено мир з єретиками або язичниками впродовж 15 років"
 estate_brahmins_for_the_faith_effect_tooltip:2 "Бойовий дух армії: §G+5%§! у війні з єретиками або поганами.\n\nБойовий дух армії: §R-5%§! якщо укладено мир з єретиками або язичниками впродовж 15 років"
 estate_brahmins_flexible_deities_revoke_tooltip:1 "Рішення, яке дозволяє вам змінювати своє особисте божество кожні §Y20§! років за ціною §Y25§!, при цьому легітимність буде вимкнено."
 estate_maratha_levies:0 "Збільшення числа рекрутів"
 estate_maratha_levies_for_muslims:0 "Збільшений набір маратхів"
 estate_maratha_levies_for_muslims_effect_tooltip:0 "Кожна приналежна провінція, що сповідує §Yгіндуїзм§!, отримає модифікатор §Y'Збільшений набір маратхів'§!, що матиме такі ефекти:\nЧисло місцевих рекрутів: §G+20.0%§!"
 estate_maratha_levies_for_muslims_revoke_tooltip:0 "Модифікатор §Y'Збільшений набір маратхів'§! видаляється з усіх приналежних провінцій, що сповідують §Yгіндуїзм§!."
 estate_maratha_levies_for_muslims_mod:0 "Збільшений набір маратхів"
 desc_estate_maratha_levies_for_muslims_mod:0 "Держава збільшила набір маратхів."
 #Missing modifier localisations
 vaisyas_influence_modifier:0 "Вплив стану [Country.GetVaishyasName]"
 vaisyas_loyalty_modifier:1 "Рівновага лояльності стану [Country.GetVaishyasName]"
 jains_influence_modifier:0 "Вплив стану [Country.GetJainsName]"
 jains_loyalty_modifier:1 "Рівновага лояльності стану [Country.GetJainsName]"
 vaisyas_non_muslim_influence_modifier:0 "Вплив стану [Country.GetVaishyasName]"
 vaisyas_non_muslim_loyalty_modifier:1 "Рівновага лояльності стану [Country.GetVaishyasName]"
 nobles_exclusive_loyalty_modifier:1 "Рівновага лояльності стану [Country.GetNobilityName]"
 nobles_exclusive_influence_modifier:0 "Вплив стану [Country.GetNobilityName]"
 EST_VAL_DIET_SUMMONED:0 "Скликана рада: $VAL|Y$§Y%§!"
 #Generic Estate Agendas
 previous_agenda_will_count_as_failed:0 "§RПоточний план буде провалено.§!"
 estate_church_build_temple_in_y:0 "Побудувати молитовний будинок в провінції [agenda_province.GetName]"
 estate_nobles_build_army_building_in_y:0 "Розширити військову інфраструктуру в провінції [agenda_province.GetName]"
 estate_burghers_build_trade_building_in_y:0 "Розширити торгову інфраструктуру в провінції [agenda_province.GetName]"
 estate_nobles_build_fort_building_in_y:0 "Укріпити провінцію [agenda_province.GetName]"
 estate_burghers_build_port_building_in_y:0 "Розширити портову інфраструктуру в провінції [agenda_province.GetName]"
 estate_burghers_build_production_building_in_y:0 "Підвищити ефективність виробництва в провінції [agenda_province.GetName]"
 estate_nobles_build_manufactory_in_y:0 "Побудувати мануфактуру в провінції [agenda_province.GetName]"
 estate_burghers_build_manufactory_in_y:0 "Побудувати мануфактуру в провінції [agenda_province.GetName]"
 estate_church_build_manufactory_in_y:0 "Побудувати мануфактуру в провінції [agenda_province.GetName]"
 estate_church_build_university_in_y:0 "Побудувати університет в провінції [agenda_province.GetName]"
 estate_nobles_build_university_in_y:0 "Побудувати університет в провінції [agenda_province.GetName]"
 estate_burghers_build_university_in_y:0 "Побудувати університет в провінції [agenda_province.GetName]"
 estate_brahmins_build_temple_in_y:0 "Побудувати молитовний будинок в провінції [agenda_province.GetName]"
 estate_rajput_build_army_building_in_y:0 "Розширити військову інфраструктуру в провінції [agenda_province.GetName]"
 estate_maratha_build_army_building_in_y:0 "Розширити військову інфраструктуру в провінції [agenda_province.GetName]"
 estate_rajput_build_fort_building_in_y:0 "Укріпити провінцію [agenda_province.GetName]"
 estate_maratha_build_fort_building_in_y:0 "Укріпити провінцію [agenda_province.GetName]"
 estate_vaisyas_build_trade_building_in_y:0 "Розширити торгову інфраструктуру в провінції [agenda_province.GetName]"
 estate_vaisyas_build_port_building_in_y:0 "Розширити портову інфраструктуру в провінції [agenda_province.GetName]"
 estate_vaisyas_build_production_building_in_y:0 "Підвищити ефективність виробництва в провінції [agenda_province.GetName]"
 estate_jains_build_trade_building_in_y:0 "Розширити торгову інфраструктуру в провінції [agenda_province.GetName]"
 estate_jains_build_port_building_in_y:0 "Розширити портову інфраструктуру в провінції [agenda_province.GetName]"
 estate_jains_build_production_building_in_y:0 "Підвищити ефективність виробництва в провінції [agenda_province.GetName]"
 estate_rajput_build_manufactory_in_y:0 "Побудувати мануфактуру в провінції [agenda_province.GetName]"
 estate_maratha_build_manufactory_in_y:0 "Побудувати мануфактуру в провінції [agenda_province.GetName]"
 estate_vaisyas_build_manufactory_in_y:0 "Побудувати мануфактуру в провінції [agenda_province.GetName]"
 estate_jains_build_manufactory_in_y:0 "Побудувати мануфактуру в провінції [agenda_province.GetName]"
 estate_brahmins_build_manufactory_in_y:0 "Побудувати мануфактуру в провінції [agenda_province.GetName]"
 estate_brahmins_build_university_in_y:0 "Побудувати університет в провінції [agenda_province.GetName]"
 estate_maratha_build_university_in_y:0 "Побудувати університет в провінції [agenda_province.GetName]"
 estate_rajput_build_university_in_y:0 "Побудувати університет в провінції [agenda_province.GetName]"
 estate_vaisyas_build_university_in_y:0 "Побудувати університет в провінції [agenda_province.GetName]"
 estate_jains_build_university_in_y:0 "Побудувати університет в провінції [agenda_province.GetName]"
 estate_brahmins_develop_x:0 "Збільшити прибутки від податків в провінції [agenda_province.GetName]"
